,Latitude,Longitude
parada_Avenida_Diocesana_Ida1,-5.187639105633146,-37.35379993915906
parada_Avenida_Diocesana_Volta1,-5.189723991340232,-37.355633229012845
parada_Rua_Antonio_Geraldo_de_Medeiros_Ida0,-5.229234007836381,-37.35289469361506
parada_Rua_Antonio_Geraldo_de_Medeiros_Volta0,-5.229163000000003,-37.352917
parada_Rua_Dom_Helder_Camara_Ida0,-5.212005526074299,-37.361342310903815
parada_Rua_Dom_Helder_Camara_Volta0,-5.211944090333957,-37.36154347658326
parada_Rua_Januario_Granjeiro_Ida0,-5.2273562598695955,-37.352313995360525
parada_Rua_Januario_Granjeiro_Volta0,-5.225326255735284,-37.35118746757903
parada_Rua_Januario_Granjeiro_Ida1,-5.225395000000007,-37.351177
parada_Rua_Januario_Granjeiro_Volta1,-5.227331000000006,-37.35233699999999
parada_Rua_Josefa_Xavier_de_Medeiros_Ida0,-5.228472759335253,-37.350884377960504
parada_Rua_Josefa_Xavier_de_Medeiros_Volta0,-5.228558999999996,-37.350853
parada_Rua_Manoel_Balbino_da_Costa_Ida0,-5.229004297863197,-37.34852671623272
parada_Rua_Manoel_Balbino_da_Costa_Volta0,-5.2290769999999975,-37.34857
parada_Rua_Marinho_Dantas_Ida0,-5.210905024038102,-37.36089169978763
parada_Rua_Nilza_Pires_de_Almeida_Ida0,-5.230327000000006,-37.351589999999995
parada_Rua_Nilza_Pires_de_Almeida_Volta0,-5.23036118812108,-37.3516179621192
parada_Rua_Professor_Manuel_Freire_Ida0,-5.198938275553441,-37.35651969909366
parada_Rua_Professor_Manuel_Freire_Volta0,-5.1989470000000075,-37.356594
parada_Rua_Souza_Leao_Ida0,-5.206251909159402,-37.359244823452734
parada_Rua_Souza_Leao_Volta0,-5.206243,-37.359314
parada_Rua_Vicente_Martins_Ida0,-5.213469297646962,-37.360199689866896
parada_Rua_Vicente_Martins_Volta0,-5.21280200000001,-37.361843
parada_Rua_Vicente_Martins_Ida1,-5.2126679632732955,-37.36184120178631
parada_Rua_Vicente_Martins_Volta1,-5.213616999999996,-37.36028699999999
parada_Rua_Zeca_Medeiros_Ida0,-5.209270294146468,-37.36163198947466
parada_Rua_Zeca_Medeiros_Volta0,-5.207232000000008,-37.360764
parada_Rua_Zeca_Medeiros_Ida1,-5.2072669428980145,-37.360661029814054
parada_Rua_Zeca_Medeiros_Volta1,-5.2091509999999985,-37.36165999999999
parada_Rua_Zeus_Ida0,-5.233734703709216,-37.34180644154704
parada_Rua_Zeus_Volta0,-5.230125999999997,-37.34690499999999
parada_Rua_Zeus_Ida1,-5.232882645662451,-37.34307646751457
parada_Rua_Zeus_Volta1,-5.231814000000007,-37.344852
parada_Rua_Zeus_Ida2,-5.231800877517343,-37.344774305823506
parada_Rua_Zeus_Volta2,-5.233049,-37.34299
parada_Rua_Zeus_Ida3,-5.2299605318482705,-37.346938848495085
parada_Rua_Zeus_Volta3,-5.233954000000006,-37.341576
parada_Rua_Zeus_Volta4,-5.234789758294306,-37.34024405479194
parada_Churrascaria_Mossoro,-5.199087861314729,-37.34896659850896
parada_Delta_Gas_Ida,-5.2083621090388235,-37.354824543001456
parada_EE_Monsenhor_Raimundo_Gurgel_Ida,-5.201956695632386,-37.3578554391868
parada_EE_Monsenhor_Raimundo_Gurgel_Volta,-5.201814999999997,-37.35790999999999
parada_EE_Professor_Eliseu_Viana_Ida,-5.185235000805612,-37.3519223928416
parada_EE_Professor_Eliseu_Viana_Volta,-5.185144846699161,-37.352050468328635
parada_Multmoveis_Ida,-5.212262999999997,-37.357635
parada_Multmoveis_Volta,-5.212131068663226,-37.357659637931825
parada_UPA_Raimundo_Benjamin_Franco_Ida,-5.203650209941245,-37.358086109160375
parada_UPA_Raimundo_Benjamin_Franco_Volta,-5.203637000000001,-37.35816199999999
parada_Posto_BH,-5.210995842242198,-37.356331944461914
parada_Praca_da_Igreja_de_Nossa_Senhora_da_Conceicao_Ida,-5.201817000000008,-37.35073
parada_Ster_Bom_Loja_da_Fabrica_Ida,-5.204104306061763,-37.3521476983997
parada_Supermercado_Reboucas_Belo_Horizonte_Ida,-5.210445590580708,-37.362055778504455
parada_Supermercado_Reboucas_Belo_Horizonte_Volta,-5.210543000000008,-37.36223
parada_Avenida_Joao_da_Escossia_Ida0,-5.179135879369802,-37.365488335492245
parada_Avenida_Joao_da_Escossia_Volta0,-5.18710218967877,-37.35197335481565
parada_Avenida_Joao_da_Escossia_Ida1,-5.182628540148686,-37.35960893332883
parada_Avenida_Joao_da_Escossia_Volta1,-5.1827894825603265,-37.35914759338168
parada_Avenida_Joao_da_Escossia_Ida2,-5.186856436952706,-37.35261708497906
parada_Cemiterio_Sao_Sebastiao,-5.189768066361183,-37.34687983989782
parada_Cemiterio_Sao_Sebastiao_Lateral_Ida,-5.188731634687941,-37.34948426485462
parada_Cemiterio_Sao_Sebastiao_Lateral_Volta,-5.188648826923123,-37.349411845209666
parada_Fic_Frio_Pizzaria_e_Sanduicheria_Nova_Betania,-5.179323000000008,-37.364951999999995
parada_Maxxi_Atacado,-5.177101044960534,-37.36814305186665
parada_Nogueirao_Ida,-5.184401575665071,-37.35665649176035
parada_Nogueirao_Volta,-5.184548493640481,-37.35620185733255
parada_Partage_Shopping,-5.170954700000004,-37.375694
parada_Splendore_Residence_Ida,-5.180210392166335,-37.363663762809125
parada_Splendore_Residence_Volta,-5.180398999999998,-37.36314
parada_Sun_Ville,-5.172691000000003,-37.373302
parada_UNINASSAU,-5.172530490522731,-37.373766303064976
parada_UNP_Ida,-5.175277000000003,-37.37034
parada_UNP_Volta,-5.1756470000000006,-37.369663
parada_West_Flat,-5.177435621077286,-37.36744098365341
parada_Rua_da_Pitomba_Volta0,-5.190075255843008,-37.28984802961232
parada_Rua_do_Pinhao_Volta0,-5.185913493538757,-37.29559600353351
parada_Rua_do_Pinhao_Volta1,-5.188061158642627,-37.29276359081088
parada_Rua_Mamona_Ida0,-5.1877833516255185,-37.292549014092735
parada_Rua_Mamona_Ida1,-5.185630343116941,-37.2953411936723
parada_Condominio_Ecoville_Ida,-5.18524034326839,-37.30150759219881
parada_Condominio_Ecoville_Volta,-5.185336507635392,-37.30142712593063
parada_Condominio_Ninho_Residencial_Ida,-5.187014039252412,-37.303851842878906
parada_Condominio_Ninho_Residencial_Volta,-5.187056778859758,-37.30366408824716
parada_Taldi_Engenharia_Ida,-5.18371106072817,-37.297861799596745
parada_Taldi_Engenharia_Volta,-5.183968835253026,-37.29810655117444
parada_BR_110_Norte_Ida0,-5.190366417899468,-37.30843037366779
parada_BR_110_Norte_Volta0,-5.193291387101929,-37.31208622455338
parada_BR_110_Norte_Ida1,-5.1932246071393315,-37.312153279782855
parada_BR_110_Norte_Volta1,-5.1904425474065246,-37.30828419327401
parada_Rua_Maria_Rosa_de_Araujo_Ida0,-5.186218013660808,-37.310643196105666
parada_Rua_Maria_Rosa_de_Araujo_Ida1,-5.186784313850243,-37.31101870536916
parada_Rua_Maria_Rosa_de_Araujo_Ida2,-5.187377325773399,-37.31142103671905
parada_Rua_Raimundo_Almeida_Lopes_Ida0,-5.188445814303681,-37.30670571327246
parada_Rua_Raimundo_Almeida_Lopes_Ida1,-5.1875803387276385,-37.30795562267295
parada_Rua_Raimundo_Almeida_Lopes_Ida2,-5.1869071902437485,-37.30895340442894
parada_Rua_Raimundo_Almeida_Lopes_Ida3,-5.186298150508732,-37.30984389782137
parada_Rua_Sergina_Lucinda_Alves_Volta0,-5.1881119118367875,-37.31117963790552
parada_Rua_Sergina_Lucinda_Alves_Volta1,-5.1887369771211205,-37.31029987335304
parada_Rua_Sergina_Lucinda_Alves_Volta2,-5.18954101317483,-37.30904459953707
parada_UNIRB_Ida,-5.19161387217658,-37.310010194782194
parada_UNIRB_Volta,-5.1918061989621656,-37.310063838954996
parada_Ida_Volta_Linha12,-5.117847906896663,-37.331969439983375
parada_Avenida_dos_Automoveis_Ida0,-5.118602943640301,-37.33408167958603
parada_Avenida_dos_Automoveis_Volta0,-5.118496083117659,-37.334002554412734
parada_Avenida_dos_Automoveis_Ida1,-5.119423097529939,-37.33279556036306
parada_Avenida_dos_Automoveis_Ida2,-5.120780000000007,-37.33063
parada_Avenida_dos_Automoveis_Ida3,-5.122201400000007,-37.32832299999999
parada_Rua_Centro_Esportivo_Mossoroense_Volta0,-5.120534400000003,-37.32776599999999
parada_Rua_Centro_Esportivo_Mossoroense_Volta1,-5.119091999999999,-37.329987
parada_Avenida_Mota_Neto_Ida0,-5.186686814091161,-37.36764550208803
parada_Avenida_Mota_Neto_Ida1,-5.186091130291489,-37.367147952318405
parada_Avenida_Mota_Neto_Ida2,-5.1844790415089586,-37.365743815900906
parada_Avenida_Mota_Neto_Ida3,-5.184006232584401,-37.36534953117424
parada_Avenida_Mota_Neto_Ida4,-5.182889654171473,-37.36442148685546
parada_Avenida_Mota_Neto_Ida5,-5.182098965869958,-37.36375093459666
parada_Avenida_Mota_Neto_Ida6,-5.181006425338801,-37.36290067434731
parada_BR_405_Ida0,-5.194266373823537,-37.383542954918525
parada_BR_405_Ida1,-5.192979000000011,-37.372257
parada_Rua_Felipe_Camarao_Ida0,-5.192565000000003,-37.36895799999999
parada_Rua_Francisca_da_Nobrega_Gurjel_Volta0,-5.1885950000000065,-37.38122
parada_Rua_Francisca_da_Nobrega_Gurjel_Volta1,-5.18954101317483,-37.381753921510445
parada_Rua_Francisca_da_Nobrega_Gurjel_Volta2,-5.19060415563244,-37.3822903633103
parada_Rua_Francisca_da_Nobrega_Gurjel_Volta3,-5.191234000000002,-37.382523
parada_Rua_Francisca_da_Nobrega_Gurjel_Volta4,-5.1930897115849,-37.38353356719143
parada_Rua_Francisca_da_Nobrega_Gurjel_Volta5,-5.193782887453011,-37.38387286663244
parada_Rua_Frei_Miguelinho_Volta1,-5.190988809742932,-37.3497498035468
parada_Rua_Frei_Miguelinho_Volta2,-5.18998176340941,-37.35149055719757
parada_Rua_Gilberto_Mercelino_Sobrinho_Volta0,-5.1842372946152375,-37.3667952418297
parada_Rua_Raimundo_Nonato_Chaves_Ida0,-5.18642503383644,-37.369194477795446
parada_Rua_Raimundo_Nonato_Chaves_Ida1,-5.186885820439846,-37.3682650923728
parada_Rua_Ricardo_Guilherme_de_Lima_Volta0,-5.1888785516465505,-37.36720025539631
parada_Rua_Ricardo_Guilherme_de_Lima_Volta1,-5.1875696538416465,-37.36990526318834
parada_Rua_Ricardo_Lima_Ida0,-5.187028730992483,-37.370329052209144
parada_Rua_Ricardo_Lima_Ida1,-5.186310171038623,-37.36997634172044
parada_Aeroporto,-5.191821,-37.362632999999995
parada_Cantina_azul,-5.187884858054441,-37.369278296827794
parada_Capela_Santo_Expedito_Aeroporto,-5.188325609437028,-37.3683670163119
parada_Granero_Transportes,-5.183606882398824,-37.36809343099648
parada_HRTM,-5.190176000000006,-37.365982
parada_ICPI,-5.185627671887207,-37.36673086881695
parada_Igreja_Batista_Regular_Central,-5.18173834755845,-37.36326545477085
parada_Igreja_Sao_Joao_Ida,-5.191285313798203,-37.35233545303145
parada_Igreja_Sao_Joao_Volta,-5.1910636035715,-37.35213696956873
parada_Posto_Ipiranga_Aeroporto_Ida,-5.19225800000001,-37.36648999999999
parada_Posto_Ipiranga_Aeroporto_Volta,-5.191871643473348,-37.366786524650045
parada_Posto_Real,-5.189016000000002,-37.37823
parada_Posto_Shell_Posto_Olinda_Ltda,-5.1827400645682316,-37.36956059932286
parada_Procon_Municipal_de_Mossoro_Ida,-5.191613000000005,-37.360508
parada_Procon_Municipal_de_Mossoro_Volta,-5.191438,-37.360527
parada_Rede_Maquinas_Lateral,-5.183171470193185,-37.36899867654047
parada_Rodoviaria_Detran_RN,-5.18578260326462,-37.3735356330914
parada_Spazio_di_Leone,-5.1834799985048035,-37.364915013313485
parada_Supermercado_Cidade_Alternativo_Ida,-5.190652237404609,-37.34730631112637
parada_UBS_Chico_Porto,-5.185165548749602,-37.36635535955346
parada_Vnz_Jeep,-5.184513767575676,-37.37129867076589
parada_Wi_Fitness,-5.192986870394313,-37.348719835279944
parada_Rua_Anderson_Dutra_Volta0,-5.195296118436376,-37.37071394919973
parada_Rua_Antonio_Reis_Ida0,-5.197367622923678,-37.348690330985804
parada_Rua_Candido_Clementino_Barros_Ida0,-5.197458443082188,-37.36848168075124
parada_Rua_Coelho_Neto_Ida0,-5.197596008880449,-37.35594034195197
parada_Rua_Coelho_Neto_Volta0,-5.197527893775434,-37.35589742660116
parada_Rua_Dolores_do_Carmo_Reboucas_Ida0,-5.197800354142351,-37.3743617534621
parada_Rua_Dolores_do_Carmo_Reboucas_Volta0,-5.1982043699039995,-37.373452484606496
parada_Rua_Dolores_do_Carmo_Reboucas_Ida1,-5.198265139187921,-37.37347662448515
parada_Rua_Dolores_do_Carmo_Reboucas_Volta1,-5.197704191675999,-37.374329566951225
parada_Rua_Dolores_do_Carmo_Reboucas_Ida2,-5.198743947568456,-37.3725760728092
parada_Rua_Dolores_do_Carmo_Reboucas_Ida3,-5.199726999999999,-37.37099
parada_Rua_Dolores_do_Carmo_Reboucas_Ida4,-5.200391000000002,-37.36955999999999
parada_Rua_Francisco_Romualdo_Ida0,-5.192295000000004,-37.357635
parada_Rua_Francisco_Solon_Ida0,-5.194418631886669,-37.35682010650446
parada_Rua_Francisco_Solon_Volta0,-5.194539000000007,-37.356937
parada_Rua_Frei_Miguelinho_Volta0,-5.19193600000001,-37.34823999999999
parada_Rua_Nisia_Floresta_Ida0,-5.194475999999999,-37.351589999999995
parada_Rua_Silva_Jardim_Ida0,-5.198486000000001,-37.35413
parada_Rua_Silva_Jardim_Volta0,-5.192053285361318,-37.35109493136704
parada_Rua_Silva_Jardim_Ida1,-5.196763935665955,-37.353488802908316
parada_Rua_Silva_Jardim_Volta1,-5.1968681118222815,-37.35362827778275
parada_Rua_Silva_Jardim_Volta2,-5.198385342168217,-37.354119122024045
parada_Aplastec_Center_Ida,-5.196998000000001,-37.35692999999999
parada_Aplastec_Center_Volta,-5.1969081795708165,-37.35688984394167
parada_Assembleia_de_Deus_Boa_Vista_I,-5.198327244062894,-37.354770898819666
parada_Assembleia_de_Deus_Centenario_I,-5.195112000000009,-37.36938
parada_EE_Onzieme_Rosado_Fernandes,-5.193374999999997,-37.351859999999995
parada_EM_Professor_Manoel_Assis,-5.195182592848795,-37.350465953346195
parada_Farmacia_do_Povo_Trabalhador,-5.1983052068475875,-37.35469311475923
parada_FUNDAC_Ida,-5.196138878339386,-37.357420921326046
parada_FUNDAC_Volta,-5.196065420705778,-37.35747858881943
parada_Igreja_Assembleia_de_Deus_Avivamento_e_Milagres,-5.198563000000004,-37.368507
parada_Instituto_Aquarela,-5.194883419435989,-37.35099971294729
parada_Intensefit_Academia_Aeroporto,-5.1938939999999985,-37.36983
parada_Jucas_Bar_e_Restaurante,-5.190985,-37.35037599999999
parada_Loja_Maconica_Uniao_Mossoroense,-5.196483461299527,-37.37140864133719
parada_Praca_Raimundo_Rubira_Ida,-5.195671420528876,-37.353056967255306
parada_Praca_Raimundo_Rubira_Volta,-5.195450000000013,-37.35301
parada_Residencial_Celina_Guimaraes,-5.195374918536611,-37.376169562342334
parada_Residencial_Celina_Guimaraes_Lateral_Ida0,-5.196591644286145,-37.376535683869754
parada_Residencial_Celina_Guimaraes_Lateral_Volta0,-5.197132558922673,-37.375445365901754
parada_Residencial_Celina_Guimaraes_Lateral_Ida1,-5.197210023202879,-37.375474870204876
parada_Residencial_Celina_Guimaraes_Lateral_Volta1,-5.196544898549822,-37.37648606299958
parada_SP_Combustiveis_Centro,-5.1909489999999945,-37.35709399999999
parada_Supermercado_Cidade_Alternativo_Volta,-5.190267583088853,-37.3471856117241
parada_Supermercado_Queiroz_Aeroporto,-5.193849667356465,-37.369971647861384
parada_Tiinha_Restaurante_Ida,-5.193216593537619,-37.35651433467818
parada_Tiinha_Restaurante_Volta,-5.193274024319312,-37.35662564635335
parada_Ida_Volta_Linha17,-5.226680300000006,-37.285396999999996
parada_Rua_Francisco_Soares_Xaxa_Ida0,-5.220889605394421,-37.295314371585896
parada_Rua_Francisco_Soares_Xaxa_Volta0,-5.220991000000011,-37.2954
parada_Rua_Francisco_Soares_Xaxa_Ida1,-5.2205022984818035,-37.295952737333835
parada_Rua_Joao_Aquino_de_Morais_Volta1,-5.225270299999998,-37.285065
parada_Rua_Monalisa_Fartura_Ida0,-5.22367820807353,-37.28683054447467
parada_Rua_Monalisa_Fartura_Ida1,-5.225454466718938,-37.28728115558187
parada_Rua_Pedro_Zaqueu_Dantas_Ida0,-5.223978703311875,-37.28483766317042
parada_Ida_Volta_Linha19,-5.242500283526232,-37.38967850804703
parada_Avenida_Alberto_Maranhao_Sul_Volta0,-5.202985092092128,-37.351634725931056
parada_Avenida_Alberto_Maranhao_Sul_Volta1,-5.206955755102034,-37.3541164398163
parada_Avenida_Alberto_Maranhao_Sul_Volta2,-5.2089924964942576,-37.35537976026448
parada_Avenida_Mossoro_Ida0,-5.243379706052117,-37.38763265311743
parada_Avenida_Mossoro_Volta0,-5.245687433085312,-37.38193362950998
parada_Avenida_Mossoro_Ida1,-5.244303866279448,-37.385409101839606
parada_Avenida_Mossoro_Volta1,-5.244998321042862,-37.383462488650345
parada_Avenida_Mossoro_Ida2,-5.2451378796478485,-37.383507415652474
parada_Avenida_Mossoro_Volta2,-5.244179665640068,-37.38541781901926
parada_Avenida_Mossoro_Ida3,-5.24580161726903,-37.38198660314431
parada_Avenida_Mossoro_Volta3,-5.2430752136557635,-37.38808259367719
parada_RN_117_Ida0,-5.245390954740976,-37.380049377682155
parada_RN_117_Volta0,-5.219006490247513,-37.36516177654249
parada_RN_117_Ida1,-5.243555991062404,-37.37922728061408
parada_RN_117_Volta1,-5.243513255301756,-37.3793452978176
parada_RN_117_Ida2,-5.220191785011409,-37.365578860043954
parada_RN_117_Volta2,-5.245390954740976,-37.38011240959103
parada_Assembleia_de_Deus_Efraim_1_Ida,-5.227535220449087,-37.36887663602535
parada_Assembleia_de_Deus_Efraim_1_Volta,-5.227198667682369,-37.36878812313394
parada_Delta_Gas_Volta,-5.208247250241188,-37.354923784732804
parada_Elfe_Operacao_E_Manutencao_Ida,-5.229997926444108,-37.372967004771695
parada_Elfe_Operacao_E_Manutencao_Volta,-5.230307767298927,-37.37328082323018
parada_Lojas_Americanas_Centro,-5.195403633825305,-37.34676115214686
parada_Mercado_Publico_do_Alto_da_Conceicao,-5.1981469395806315,-37.348551526667805
parada_Paozao,-5.200355999887228,-37.349957004189164
parada_Posto_da_Policia_Rodoviaria_Estadual_RN_117_Ida,-5.22162148124589,-37.366256117822104
parada_Posto_da_Policia_Rodoviaria_Estadual_RN_117_Volta,-5.221610796929181,-37.36630171537168
parada_Sabao_Guarani_Ida,-5.228439371229053,-37.370628118516066
parada_Sabao_Guarani_Volta,-5.228397969959145,-37.37075150012608
